CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Balance_to_Salary,Age_Bucket,Tenure_Group,Engagement_Score,Product_Usage_Index,Dormant_Risk,Customer_Value_Score,Wealth_Flag,Loyalty_Index,Churn_Probability,Risk_Band,Retention_Action,Expected_Revenue_Loss
534,France,Male,24,1,0.0,1,1,1,169653.32,0,0.0,<30,New,2,0.5,0,51.05619599999999,0,1.5,0.27684661344881234,Low Risk,Maintain relationship — Monthly newsletter,469.67947102347665
423,France,Female,36,5,97665.61,1,1,0,118372.55,1,0.8250627779601102,30-40,Mid,1,0.16666666666666666,1,74.70490899999999,1,2.5,0.4777464448333833,Medium Risk,Proactive engagement — Email + Product upgrade offer,1498.7086084832936
594,Germany,Male,28,5,185013.02,1,1,0,16481.12,0,11.225074201619694,<30,Mid,1,0.16666666666666666,1,79.12774399999999,1,2.5,0.4235958728718163,Medium Risk,Proactive engagement — Email + Product upgrade offer,1637.2283781140677
725,Spain,Female,32,0,0.0,2,1,1,138525.19,0,0.0,30-40,New,3,2.0,0,41.775057000000004,0,0.0,0.19265429135474768,Low Risk,Maintain relationship — Monthly newsletter,266.8747231423178
716,France,Female,52,7,65971.61,2,1,0,14608.0,1,4.515819700184817,50-60,Senior,1,0.25,1,30.985844,0,7.0,0.7063887667859656,High Risk,Immediate outreach — Dedicated RM call + Premium offer,1035.2213556677873
595,Germany,Female,41,9,150463.11,2,0,1,81548.38,0,1.8450552291139428,40-50,Veteran,2,0.2,0,84.828258,1,27.0,0.3154133954161389,Medium Risk,Proactive engagement — Email + Product upgrade offer,1206.3761224642953
679,France,Female,33,1,0.0,2,0,0,69608.48,0,0.0,30-40,New,0,1.0,0,21.086243999999997,0,1.0,0.16688491953222745,Low Risk,Maintain relationship — Monthly newsletter,116.16605583560663
667,Spain,Male,39,9,0.0,2,1,0,68873.8,0,0.0,30-40,Veteran,1,0.2,0,20.862239999999996,0,9.0,0.08020154828405052,Low Risk,Maintain relationship — Monthly newsletter,55.23785396206039
661,France,Female,37,5,136425.18,1,1,0,81102.81,0,1.6821056865269337,30-40,Mid,1,0.16666666666666666,1,79.099215,1,2.5,0.41493012246224836,Medium Risk,Proactive engagement — Email + Product upgrade offer,1468.65832174001
655,Spain,Male,38,3,250898.09,3,0,1,81054.0,1,3.0954054654247116,30-40,Mid,3,0.75,0,124.871936,1,13.5,0.6428286470798606,High Risk,Immediate outreach — Dedicated RM call + Premium offer,3746.7279265965326
555,France,Male,55,4,146798.81,1,1,1,74149.77,0,1.9797341281823504,50-60,Mid,2,0.2,0,81.130955,1,6.0,0.46186361867819975,Medium Risk,Proactive engagement — Email + Product upgrade offer,1698.491403048632
531,Spain,Male,70,1,0.0,2,0,0,99503.19,0,0.0,60+,New,0,1.0,0,30.010257,0,1.0,0.4192184512555412,Medium Risk,Proactive engagement — Email + Product upgrade offer,417.13573206785856
611,Germany,Female,40,7,128486.91,2,1,0,10109.47,0,12.708302383568718,30-40,Senior,1,0.25,1,54.61090500000001,1,7.0,0.37706409725700574,Medium Risk,Proactive engagement — Email + Product upgrade offer,1007.0751963628109
600,France,Female,38,9,0.0,2,1,1,58855.85,0,0.0,30-40,Veteran,3,0.2,0,17.836754999999997,0,27.0,0.12890875889988565,Low Risk,Maintain relationship — Monthly newsletter,75.87034577497835
531,Spain,Male,37,1,143407.29,2,0,1,84402.46,0,1.6990688533384768,30-40,New,2,1.0,0,82.842954,1,3.0,0.19940223616750236,Low Risk,Maintain relationship — Monthly newsletter,740.2150787948118
601,France,Female,43,2,0.0,1,1,0,49713.87,1,0.0,40-50,New,1,0.3333333333333333,0,15.094460999999999,0,1.0,0.7242331071131796,High Risk,Immediate outreach — Dedicated RM call + Premium offer,360.04430536720685
548,France,Male,57,6,76165.65,1,1,1,133537.53,0,0.5703645981425735,50-60,Senior,2,0.14285714285714285,0,70.691919,0,9.0,0.44676907451469156,Medium Risk,Proactive engagement — Email + Product upgrade offer,1277.1735261169767
759,France,Male,40,4,0.0,2,1,0,124615.59,0,0.0,30-40,Mid,1,0.4,0,37.612376999999995,0,4.0,0.1358111687827788,Low Risk,Maintain relationship — Monthly newsletter,169.24188926455562
678,Spain,Female,49,8,0.0,2,0,1,98090.69,0,0.0,40-50,Veteran,2,0.2222222222222222,0,29.630607,0,24.0,0.25232523880073243,Low Risk,Maintain relationship — Monthly newsletter,247.5075677837862
755,Germany,Female,33,6,90560.3,2,1,1,42607.69,0,2.125395077858531,30-40,Senior,3,0.2857142857142857,0,49.232927000000004,0,18.0,0.17291679065270724,Low Risk,Maintain relationship — Monthly newsletter,386.86377885018175
594,France,Male,61,3,62391.22,1,1,1,192434.11,0,0.3242195252207355,60+,Mid,2,0.25,0,82.86492099999998,0,4.5,0.5121254271669033,Medium Risk,Proactive engagement — Email + Product upgrade offer,1624.5466117316137
768,France,Male,42,5,0.0,3,0,0,60686.4,0,0.0,40-50,Mid,0,0.5,0,18.43632,0,7.5,0.4541573703326719,Medium Risk,Proactive engagement — Email + Product upgrade offer,275.6117583895666
492,France,Female,31,7,0.0,2,1,1,49463.44,0,0.0,30-40,Senior,3,0.25,0,14.986632,0,21.0,0.08169296294614155,Low Risk,Maintain relationship — Monthly newsletter,40.408149711086956
637,Germany,Female,55,1,123378.2,1,1,0,81431.99,1,1.5150886636975995,50-60,New,1,0.5,1,73.97197700000001,1,0.5,0.9260003416113537,High Risk,Immediate outreach — Dedicated RM call + Premium offer,3039.0256125288015
646,Spain,Female,42,3,99836.47,1,0,1,22909.56,0,4.3576617070905295,40-50,Mid,1,0.25,0,47.001256000000005,1,4.5,0.4701320867084543,Medium Risk,Proactive engagement — Email + Product upgrade offer,1046.4317518978455
593,Germany,Male,74,5,161434.36,2,1,1,65532.17,0,2.4633992221038596,60+,Mid,3,0.3333333333333333,0,84.41129499999998,1,15.0,0.27592171170160606,Low Risk,Maintain relationship — Monthly newsletter,1071.682383952272
596,Spain,Male,41,5,0.0,2,0,1,141053.85,0,0.0,40-50,Mid,2,0.3333333333333333,0,42.494955000000004,0,15.0,0.10195257013649232,Low Risk,Maintain relationship — Monthly newsletter,143.80802535147268
722,Germany,Female,48,10,138311.76,1,1,1,3472.63,1,39.81764321473502,40-50,Veteran,2,0.09090909090909091,0,56.583093,1,15.0,0.7284774498558448,High Risk,Immediate outreach — Dedicated RM call + Premium offer,2040.4372906644019
642,France,Male,25,7,0.0,2,1,0,102083.78,0,0.0,<30,Senior,1,0.25,0,30.817733999999998,0,7.0,0.06725579835955339,Low Risk,Maintain relationship — Monthly newsletter,68.65726123461009
472,Spain,Female,28,4,0.0,2,1,0,1801.77,0,0.0,<30,Mid,1,0.4,0,0.6821309999999999,0,4.0,0.16140078661098425,Low Risk,Maintain relationship — Monthly newsletter,2.908070952920731
738,Germany,Male,35,6,101744.84,1,0,0,85185.44,0,1.194378354113636,30-40,Senior,0,0.14285714285714285,1,66.47496799999999,1,3.0,0.5904303738523735,Medium Risk,Proactive engagement — Email + Product upgrade offer,1704.425590234788
732,Spain,Male,33,8,0.0,1,1,0,119882.7,0,0.0,30-40,Veteran,1,0.1111111111111111,0,36.18441,0,4.0,0.5004133989027999,Medium Risk,Proactive engagement — Email + Product upgrade offer,599.9090937664469
404,Germany,Female,54,4,125456.07,1,1,0,83715.66,1,1.4985794942129798,50-60,Mid,1,0.2,1,75.41832600000001,1,2.0,0.9043031722782651,High Risk,Immediate outreach — Dedicated RM call + Premium offer,3026.0498107249687
701,France,Male,44,7,0.0,2,1,0,23425.78,0,0.0,40-50,Senior,1,0.25,0,7.238034,0,7.0,0.20767010274542852,Low Risk,Maintain relationship — Monthly newsletter,48.64834139491805
683,France,Male,31,2,0.0,2,0,1,77326.78,0,0.0,30-40,New,2,0.6666666666666666,0,23.402934000000002,0,6.0,0.06871007308561264,Low Risk,Maintain relationship — Monthly newsletter,53.13128705275089
460,France,Female,27,7,0.0,2,1,0,156150.08,1,0.0,<30,Senior,1,0.25,0,46.983024,0,7.0,0.15142067345388596,Low Risk,Maintain relationship — Monthly newsletter,236.44350273478167
690,France,Male,29,5,0.0,2,1,0,108577.97,0,0.0,<30,Mid,1,0.3333333333333333,0,32.780391,0,5.0,0.07159365924957423,Low Risk,Maintain relationship — Monthly newsletter,77.73494186190493
618,Germany,Female,54,4,118449.21,1,1,1,133573.29,1,0.8867665326912836,50-60,Mid,2,0.2,0,87.63707099999999,1,6.0,0.7302561478140457,High Risk,Immediate outreach — Dedicated RM call + Premium offer,2705.3924381868233
671,France,Male,30,2,0.0,1,0,1,102057.86,0,0.0,<30,New,1,0.3333333333333333,0,30.818658,0,3.0,0.35597438264340675,Medium Risk,Proactive engagement — Email + Product upgrade offer,363.2998370740724
765,Spain,Female,32,9,178095.55,1,0,0,47247.56,0,3.7693328643243307,30-40,Veteran,0,0.1,1,85.641988,1,4.5,0.4666859154192286,Medium Risk,Proactive engagement — Email + Product upgrade offer,1882.7914035760691
651,Germany,Female,25,2,109175.14,2,1,0,114566.47,0,0.9529331493485891,<30,New,1,0.6666666666666666,1,78.235297,1,2.0,0.46182155973776845,Medium Risk,Proactive engagement — Email + Product upgrade offer,1537.4813274782875
704,France,Male,32,7,127785.17,4,0,0,184464.7,1,0.6927313316242532,30-40,Senior,0,0.5,1,106.664678,1,14.0,0.91313930210544,High Risk,Immediate outreach — Dedicated RM call + Premium offer,4018.132893275394
544,France,Female,45,6,0.0,2,0,1,151401.33,0,0.0,40-50,Senior,2,0.2857142857142857,0,45.58359899999999,0,18.0,0.29214385917300406,Low Risk,Maintain relationship — Monthly newsletter,442.3096883012551
790,France,Female,40,9,0.0,2,1,1,70607.1,0,0.0,30-40,Veteran,3,0.2,0,21.419130000000003,0,27.0,0.14127761382868045,Low Risk,Maintain relationship — Monthly newsletter,99.75202607363025
710,Germany,Male,34,9,134260.36,2,1,0,147074.67,0,0.912865873736968,30-40,Veteran,1,0.2,1,98.03954500000002,1,9.0,0.33333451082986165,Medium Risk,Proactive engagement — Email + Product upgrade offer,1385.322860287956
743,France,Male,37,8,69143.91,2,0,1,105780.18,0,0.6536503941438355,30-40,Veteran,2,0.2222222222222222,0,59.614518000000004,0,24.0,0.1295730440342131,Low Risk,Maintain relationship — Monthly newsletter,316.2463371134233
702,France,Male,34,4,100054.77,1,1,0,109496.45,0,0.913763471204124,30-40,Mid,1,0.2,1,73.081443,1,2.0,0.307094215902824,Medium Risk,Proactive engagement — Email + Product upgrade offer,950.7820873786757
704,France,Female,45,6,0.0,1,1,1,137739.45,0,0.0,40-50,Senior,2,0.14285714285714285,0,41.533035,0,9.0,0.5326444439594855,Medium Risk,Proactive engagement — Email + Product upgrade offer,733.6615275653536
614,France,Male,38,2,116248.88,1,1,0,105140.92,0,1.1056377893802967,30-40,New,1,0.3333333333333333,1,78.226028,1,1.0,0.32748765954882747,Medium Risk,Proactive engagement — Email + Product upgrade offer,1105.725010863555
609,Spain,Female,43,6,86053.52,2,1,1,113276.46,1,0.7596702821549848,40-50,Senior,3,0.2857142857142857,0,68.587046,0,18.0,0.4648323625645561,Medium Risk,Proactive engagement — Email + Product upgrade offer,1326.5548654194201
688,France,Female,32,6,123157.95,1,1,0,172531.23,0,0.7138257588161933,30-40,Senior,1,0.14285714285714285,1,101.228949,1,3.0,0.3816603493846277,Medium Risk,Proactive engagement — Email + Product upgrade offer,1598.5734197454858
713,France,Male,44,1,63438.91,1,1,0,64375.4,0,0.9854373652456491,40-50,New,1,0.5,1,44.902084,0,0.5,0.5805371771655294,Medium Risk,Proactive engagement — Email + Product upgrade offer,1110.2960446261798
736,Germany,Male,57,9,95295.39,1,1,0,28434.44,1,3.351289447253146,50-60,Veteran,1,0.1,1,46.869288,0,4.5,0.8299044538366012,High Risk,Immediate outreach — Dedicated RM call + Premium offer,1817.700055805414
727,France,Male,18,4,133550.67,1,1,1,46941.41,0,2.844989637302388,<30,Mid,2,0.2,0,67.720791,1,6.0,0.18021911582783537,Low Risk,Maintain relationship — Monthly newsletter,565.9650673714195
850,France,Female,38,1,106871.81,2,1,0,29333.01,0,3.64327311540427,30-40,New,1,1.0,1,51.803627,1,1.0,0.30524076408999845,Medium Risk,Proactive engagement — Email + Product upgrade offer,741.9689627362185
718,Spain,Male,45,3,105266.32,2,1,1,193724.51,0,0.5433787217801105,40-50,Mid,3,0.5,0,100.43928100000001,1,9.0,0.3209000013499712,Medium Risk,Proactive engagement — Email + Product upgrade offer,1297.2611998073553
643,France,Female,51,2,105229.53,1,1,0,34967.75,1,3.0092448257372655,50-60,New,1,0.3333333333333333,1,52.775037000000005,1,1.0,0.8130387163220312,High Risk,Immediate outreach — Dedicated RM call + Premium offer,1995.4149855341107
653,France,Male,41,8,102768.42,1,1,0,55663.85,0,1.8461995316613626,40-50,Veteran,1,0.1111111111111111,1,58.002423,1,4.0,0.44087707731447273,Medium Risk,Proactive engagement — Email + Product upgrade offer,1151.5739679972362
674,France,Male,18,7,0.0,2,1,1,55753.12,1,0.0,<30,Senior,3,0.25,0,16.928136000000002,0,21.0,0.059515584730588864,Low Risk,Maintain relationship — Monthly newsletter,33.18179537354688
690,France,Male,35,6,112689.95,1,1,0,176962.31,0,0.636798384930752,30-40,Senior,1,0.14285714285714285,1,98.37167300000002,1,3.0,0.329072527865299,Medium Risk,Proactive engagement — Email + Product upgrade offer,1323.9976811161098
819,France,Male,38,9,122334.26,2,1,1,181507.44,0,0.6739866201263147,30-40,Veteran,3,0.2,0,103.63163599999999,1,27.0,0.1300931114418544,Low Risk,Maintain relationship — Monthly newsletter,554.4255665811927
634,Spain,Male,34,1,0.0,2,1,0,61995.57,0,0.0,30-40,New,1,1.0,0,18.788871,0,1.0,0.11862768549204587,Low Risk,Maintain relationship — Monthly newsletter,73.54390979860113
633,Spain,Male,33,4,137847.41,2,1,0,98349.13,0,1.401598655741482,30-40,Mid,1,0.4,1,84.833603,1,4.0,0.29555487517083395,Low Risk,Maintain relationship — Monthly newsletter,1105.5051295065566
850,France,Male,49,5,122486.47,1,0,1,59748.19,0,2.0500105524443093,40-50,Mid,1,0.16666666666666666,0,67.17404499999999,1,7.5,0.43573579255117545,Medium Risk,Proactive engagement — Email + Product upgrade offer,1327.7790308763977
665,France,Male,33,2,101286.11,1,1,1,159840.51,0,0.6336658731514736,30-40,New,2,0.3333333333333333,0,88.66609700000001,1,3.0,0.19120083193231063,Low Risk,Maintain relationship — Monthly newsletter,692.9361547885987
630,Spain,Male,26,7,0.0,2,1,1,6656.64,0,0.0,<30,Senior,3,0.25,0,2.185992,0,21.0,0.056029943018853966,Low Risk,Maintain relationship — Monthly newsletter,3.7297115989702405
836,Spain,Male,57,4,101247.06,1,1,0,37141.62,1,2.7258997884371103,50-60,Mid,1,0.2,1,51.89211,1,2.0,0.7824611379668588,High Risk,Immediate outreach — Dedicated RM call + Premium offer,1875.0565381793028
668,France,Male,38,10,86977.96,1,0,1,37094.75,0,2.3446880033427013,30-40,Veteran,1,0.09090909090909091,0,46.120008999999996,0,15.0,0.2307938325319078,Low Risk,Maintain relationship — Monthly newsletter,487.09192987726937
753,France,Male,57,7,0.0,1,1,0,159475.08,1,0.0,50-60,Senior,1,0.125,0,48.068424,0,3.5,0.8935016331964466,High Risk,Immediate outreach — Dedicated RM call + Premium offer,1424.9124443413396
745,France,Female,55,9,110123.59,1,0,1,51548.14,1,2.136283747895697,50-60,Veteran,1,0.1,0,59.737378,1,13.5,0.5883333483708207,Medium Risk,Proactive engagement — Email + Product upgrade offer,1599.062506871187
693,France,Male,36,8,178111.82,1,0,0,58719.63,1,3.0332068984954694,30-40,Veteran,0,0.1111111111111111,1,89.06851699999999,1,4.0,0.5084056927924445,Medium Risk,Proactive engagement — Email + Product upgrade offer,2109.595206539124
606,Germany,Male,65,10,126306.64,3,0,0,7861.68,1,16.06406975738552,60+,Veteran,0,0.2727272727272727,1,53.062960000000004,1,15.0,0.9287958385911002,High Risk,Immediate outreach — Dedicated RM call + Premium offer,2419.2805890518325
660,France,Female,35,6,100768.77,1,1,0,19199.61,0,5.248206697599712,30-40,Senior,1,0.14285714285714285,1,46.265391,1,3.0,0.37968130691813423,Medium Risk,Proactive engagement — Email + Product upgrade offer,838.0976959738424
608,France,Male,42,5,0.0,2,1,0,178504.29,0,0.0,40-50,Mid,1,0.3333333333333333,0,53.733687,0,5.0,0.18603177745296462,Low Risk,Maintain relationship — Monthly newsletter,332.0747035167946
744,France,Female,44,3,0.0,2,1,1,189016.14,0,0.0,40-50,Mid,3,0.5,0,56.928042,0,9.0,0.21952786164369453,Low Risk,Maintain relationship — Monthly newsletter,414.943090303452
731,France,Female,40,7,118991.79,1,1,1,156048.64,0,0.7625252451719849,30-40,Senior,2,0.125,0,94.63060800000001,1,10.5,0.3706792809056786,Medium Risk,Proactive engagement — Email + Product upgrade offer,1460.5957996326815
683,France,Male,72,3,140997.26,1,0,1,52876.41,0,2.666493309713921,60+,Mid,1,0.25,0,72.466727,1,4.5,0.33390073782470514,Medium Risk,Proactive engagement — Email + Product upgrade offer,1118.136506030452
727,France,Male,28,5,0.0,2,0,1,19653.08,0,0.0,<30,Mid,2,0.3333333333333333,0,6.114024000000001,0,15.0,0.0579441445617097,Low Risk,Maintain relationship — Monthly newsletter,11.387809086028458
561,Germany,Male,32,6,166824.59,1,1,0,139451.98,0,1.1962784158502744,30-40,Senior,1,0.14285714285714285,1,108.73373,1,3.0,0.40848322194508213,Medium Risk,Proactive engagement — Email + Product upgrade offer,1932.538861427558
700,France,Female,34,2,76322.69,1,1,0,128136.29,0,0.5956321536064951,30-40,New,1,0.3333333333333333,1,69.17996299999999,0,1.0,0.36452021349731895,Medium Risk,Proactive engagement — Email + Product upgrade offer,1023.5059429453374
605,France,Male,35,6,0.0,2,1,1,45206.57,0,0.0,30-40,Senior,3,0.2857142857142857,0,13.743471,0,18.0,0.053342489653580044,Low Risk,Maintain relationship — Monthly newsletter,24.11430992498842
767,Spain,Male,77,8,149083.7,1,1,1,190146.83,0,0.7840410274469082,60+,Veteran,2,0.1111111111111111,0,116.90762900000001,1,12.0,0.30267231494775837,Medium Risk,Proactive engagement — Email + Product upgrade offer,1477.9919841603214
511,France,Male,33,7,0.0,2,0,1,158313.87,0,0.0,30-40,Senior,2,0.25,0,47.647461,0,21.0,0.06134871742866903,Low Risk,Maintain relationship — Monthly newsletter,97.12352875669042
667,France,Male,40,9,0.0,1,1,1,96670.2,0,0.0,30-40,Veteran,2,0.1,0,29.201159999999994,0,13.5,0.33831459528148294,Medium Risk,Proactive engagement — Email + Product upgrade offer,327.04939588780013
787,France,Male,33,1,126588.81,2,0,1,62163.53,0,2.0363511153386025,30-40,New,2,1.0,0,69.520683,1,3.0,0.16423654034856913,Low Risk,Maintain relationship — Monthly newsletter,517.9053950553919
705,Germany,Female,56,2,143249.67,1,1,0,88428.41,1,1.6199324410283864,50-60,New,1,0.3333333333333333,1,84.039891,1,1.0,0.9174469441004967,High Risk,Immediate outreach — Dedicated RM call + Premium offer,3439.76318495975
773,Germany,Male,43,8,81844.91,2,1,1,35908.46,0,2.2792019150385445,40-50,Veteran,3,0.2222222222222222,0,43.742402,0,24.0,0.23041787852298026,Low Risk,Maintain relationship — Monthly newsletter,459.91012234435806
554,France,Male,40,4,0.0,1,0,1,168780.04,0,0.0,30-40,Mid,1,0.2,0,50.800212,0,6.0,0.43766639126364615,Medium Risk,Proactive engagement — Email + Product upgrade offer,738.6935102413385
526,Germany,Male,58,9,190298.89,2,1,1,191263.76,0,0.9949500890807068,50-60,Veteran,3,0.2,0,133.656484,1,27.0,0.25607276840689475,Low Risk,Maintain relationship — Monthly newsletter,1464.3816769323018
661,Germany,Male,35,2,117212.18,1,1,1,83052.03,0,1.4112932424018725,30-40,New,2,0.3333333333333333,0,71.99878100000001,1,3.0,0.4420679715301311,Medium Risk,Proactive engagement — Email + Product upgrade offer,1403.461437360088
698,France,Female,46,0,0.0,2,1,1,125962.02,0,0.0,40-50,New,3,2.0,0,37.998006000000004,0,0.0,0.26762448246650616,Low Risk,Maintain relationship — Monthly newsletter,337.105204129357
646,France,Male,26,4,139848.17,1,1,0,164696.27,0,0.8491225750129314,<30,Mid,1,0.2,1,105.541949,1,2.0,0.30458332925150533,Medium Risk,Proactive engagement — Email + Product upgrade offer,1353.5458064856582
757,Germany,Female,34,9,101861.36,2,0,0,187011.96,0,0.5446754064531143,30-40,Veteran,0,0.2,1,97.075232,1,9.0,0.3687388272492418,Medium Risk,Proactive engagement — Email + Product upgrade offer,1440.790476688078
699,Spain,Male,35,2,167455.66,2,1,1,55324.49,0,3.0267361391647865,30-40,New,3,0.6666666666666666,0,83.789311,1,6.0,0.1777502443629944,Low Risk,Maintain relationship — Monthly newsletter,693.6451058669105
667,France,Female,24,4,0.0,2,0,1,34335.55,0,0.0,<30,Mid,2,0.4,0,10.500765000000001,0,12.0,0.10920637073516881,Low Risk,Maintain relationship — Monthly newsletter,37.496608026959265
774,Spain,Female,43,1,116360.07,1,1,0,17004.14,0,6.8426411073357825,40-50,New,1,0.5,1,51.87747,1,0.5,0.5829221269366957,Medium Risk,Proactive engagement — Email + Product upgrade offer,1455.6980844533496
745,Spain,Male,40,3,88466.82,1,0,0,116331.42,0,0.7604657411923521,30-40,Mid,0,0.25,1,70.50965400000001,0,1.5,0.4577574266830387,Medium Risk,Proactive engagement — Email + Product upgrade offer,1342.4425920164695
649,France,Female,42,7,0.0,2,0,1,22974.01,0,0.0,40-50,Senior,2,0.25,0,7.0869029999999995,0,21.0,0.1834703288652348,Low Risk,Maintain relationship — Monthly newsletter,42.15049170053192
634,Germany,Female,46,5,123642.36,1,1,1,49725.16,1,2.4864650719058137,40-50,Mid,2,0.16666666666666666,0,64.56469200000001,1,7.5,0.7225405189175964,High Risk,Immediate outreach — Dedicated RM call + Premium offer,2146.0167281885306
665,Spain,Male,38,9,0.0,1,0,1,87412.74,0,0.0,30-40,Veteran,1,0.1,0,26.423322,0,13.5,0.29805029359002233,Low Risk,Maintain relationship — Monthly newsletter,260.53392820508293
713,France,Male,38,9,72286.84,2,1,1,26136.89,0,2.7655958457243486,30-40,Veteran,3,0.2,0,36.969703,0,27.0,0.1341174054274647,Low Risk,Maintain relationship — Monthly newsletter,228.9525872744359
652,France,Female,40,1,0.0,2,1,0,126554.96,0,0.0,30-40,New,1,1.0,0,38.162088,0,1.0,0.22199975970376404,Low Risk,Maintain relationship — Monthly newsletter,280.9517070931947
739,Spain,Male,40,1,109681.61,1,1,1,193321.3,0,0.5673510505513333,30-40,New,2,0.5,0,102.09073399999998,1,1.5,0.2792475335081778,Low Risk,Maintain relationship — Monthly newsletter,1152.4113432700628
556,Germany,Male,37,9,145018.64,2,1,0,90928.02,1,1.5948554157957493,30-40,Veteran,1,0.2,1,85.45266200000002,1,9.0,0.39103029154863433,Medium Risk,Proactive engagement — Email + Product upgrade offer,1489.6897232891297
699,Spain,Male,34,8,0.0,1,1,1,76510.46,0,0.0,30-40,Veteran,2,0.1111111111111111,0,23.162838000000004,0,12.0,0.23919832187405782,Low Risk,Maintain relationship — Monthly newsletter,183.0117363781223
708,Spain,Female,32,8,187487.63,1,1,1,120115.5,0,1.560881560818039,30-40,Veteran,2,0.1111111111111111,0,111.24210200000002,1,12.0,0.3292542154187785,Medium Risk,Proactive engagement — Email + Product upgrade offer,1630.1071974488677
480,France,Male,35,2,165692.91,1,1,1,197984.58,0,0.8368938283283056,30-40,New,2,0.3333333333333333,0,125.816538,1,3.0,0.27367019652058444,Low Risk,Maintain relationship — Monthly newsletter,1448.7290140018038
700,Germany,Female,59,5,137648.41,1,1,0,142977.05,1,0.9627240684846381,50-60,Mid,1,0.16666666666666666,1,98.16247899999999,1,2.5,0.9138522413923624,High Risk,Immediate outreach — Dedicated RM call + Premium offer,3822.405136153576
525,Spain,Female,47,6,118560.0,1,1,0,82522.61,1,1.4366797574657726,40-50,Senior,1,0.14285714285714285,1,72.33828299999999,1,3.0,0.740769899557923,High Risk,Immediate outreach — Dedicated RM call + Premium offer,2367.816241041324
845,France,Male,33,8,164385.53,1,1,0,150664.97,0,1.0910594475978883,30-40,Veteran,1,0.1111111111111111,1,111.207203,1,4.0,0.3553054871205545,Medium Risk,Proactive engagement — Email + Product upgrade offer,1703.4625218229478
613,France,Male,37,9,108286.5,1,1,1,114153.44,0,0.9485964803471507,30-40,Veteran,2,0.1,0,77.744532,1,13.5,0.1932747289314645,Low Risk,Maintain relationship — Monthly newsletter,639.2106304146826
850,France,Female,34,2,0.0,2,1,1,171706.66,0,0.0,30-40,New,3,0.6666666666666666,0,51.766998,0,6.0,0.1079133986972571,Low Risk,Maintain relationship — Monthly newsletter,185.29449259554372
798,Spain,Female,58,9,0.0,2,0,0,119071.56,1,0.0,50-60,Veteran,0,0.2,0,35.960868000000005,0,9.0,0.5728978137119047,Medium Risk,Proactive engagement — Email + Product upgrade offer,682.1583639926589
773,Germany,Male,47,2,118079.47,4,1,1,143007.49,1,0.8256815382079764,40-50,New,5,1.3333333333333333,0,90.365935,1,12.0,0.9549966951500474,High Risk,Immediate outreach — Dedicated RM call + Premium offer,3621.026875618418
614,Spain,Male,35,2,127283.78,1,1,1,31302.35,0,4.066139247077389,30-40,New,2,0.3333333333333333,0,60.488417,1,3.0,0.22904774339181716,Low Risk,Maintain relationship — Monthly newsletter,654.7785778912187
473,Spain,Male,48,8,0.0,2,1,0,71139.8,0,0.0,40-50,Veteran,1,0.2222222222222222,0,21.48384,0,8.0,0.27800957919196695,Low Risk,Maintain relationship — Monthly newsletter,197.77545861800692
762,France,Male,29,6,141389.06,1,1,0,54122.89,0,2.6123225806570813,<30,Senior,1,0.14285714285714285,1,73.02109100000001,1,3.0,0.37373371601476246,Medium Risk,Proactive engagement — Email + Product upgrade offer,1259.1126639642664
701,France,Male,37,8,130091.5,1,1,1,120031.29,0,1.083804199686601,30-40,Veteran,2,0.1111111111111111,0,88.256287,1,12.0,0.18853113176710015,Low Risk,Maintain relationship — Monthly newsletter,716.8223040772442
600,France,Male,35,4,143744.77,2,1,0,104076.51,0,1.3811319083248628,30-40,Mid,1,0.4,1,88.90086099999999,1,4.0,0.25681075408384507,Low Risk,Maintain relationship — Monthly newsletter,1005.5837257413258
850,Spain,Male,28,9,97408.03,1,1,1,175853.64,0,0.5539121970281818,<30,Veteran,2,0.1,0,91.974304,1,13.5,0.1980728975983869,Low Risk,Maintain relationship — Monthly newsletter,734.1962153092479
613,Spain,Male,30,9,111927.45,1,1,1,175795.87,0,0.6366862504434806,<30,Veteran,2,0.1,0,97.693641,1,13.5,0.2163691222058873,Low Risk,Maintain relationship — Monthly newsletter,864.7208629380697
509,France,Male,31,3,0.0,2,1,0,15360.91,0,0.0,30-40,Mid,1,0.5,0,4.760973,0,3.0,0.10057534821060175,Low Risk,Maintain relationship — Monthly newsletter,15.449288720817147
509,Spain,Male,38,2,0.0,1,0,0,168460.12,0,0.0,30-40,New,0,0.3333333333333333,0,50.690735999999994,0,1.0,0.475681773819868,Medium Risk,Proactive engagement — Email + Product upgrade offer,801.3340869950782
609,France,Male,34,1,0.0,1,1,1,181177.9,0,0.0,30-40,New,2,0.5,0,54.536069999999995,0,1.5,0.3300506400888497,Medium Risk,Proactive engagement — Email + Product upgrade offer,597.978818649536
456,France,Female,33,1,188285.68,1,0,0,58363.94,0,3.226006571753522,30-40,New,0,0.5,1,92.960254,1,0.5,0.38781141691754983,Medium Risk,Proactive engagement — Email + Product upgrade offer,1686.7287496045963
728,France,Female,46,2,109705.52,1,1,0,20276.87,1,5.410110627990021,40-50,New,1,0.3333333333333333,1,50.18366900000001,1,1.0,0.7251574359620263,High Risk,Immediate outreach — Dedicated RM call + Premium offer,1738.1147024669692
